Loan_ID,Borrower_ID,Loan_Amount,Interest_Rate,Loan_Term_Months,Annual_Revenue,EBITDA,Debt_to_Equity,Current_Ratio,Credit_Score,Collateral_Value,Origination_Date,Default,LTV_Ratio,Debt_Service_Coverage,Months_Since_Origination,Delinquency_Days,annual_turnover,monthly_sales,sales_growth_3m,days_past_due,gst_delay_days,cash_flow_3m_trend,cash_flow_6m_trend,industry_risk_score,Loan_Purpose_Expansion,Loan_Purpose_Inventory,Loan_Purpose_Other,Loan_Purpose_Real Estate,Loan_Purpose_Working Capital,Industry_Construction,Industry_Healthcare,Industry_Manufacturing,Industry_Retail,Industry_Services,Industry_Technology,Industry_Transportation
LOAN_000111,BORR_000111,156408,9.29,60,1655697,181976,2.92,1.41,620,7782,2021-06-22,0,2.0,5.0,6,12,1599605,108546,0.1838,4,20,0.0068,0.2846,7.2,1,0,0,0,0,0,0,1,0,0,0,0
LOAN_000112,BORR_000112,178143,11.48,36,1909988,13493,1.45,1.84,608,110867,2020-03-30,0,1.61,2.03,12,22,1992059,179579,-0.0539,9,32,0.0172,-0.0957,4.7,0,0,1,0,0,0,0,1,0,0,0,0
LOAN_000113,BORR_000113,6549263,13.87,24,705244,115346,2.79,2.55,569,39249,2022-03-19,0,2.0,0.5,23,11,726974,60390,0.089,24,19,0.3056,0.0184,3.1,0,0,1,0,0,0,0,0,0,1,0,0
LOAN_000114,BORR_000114,121961,5.5,36,1308215,141296,1.55,1.91,635,1407085,2022-03-21,0,0.09,5.0,57,10,1325667,92542,0.3164,22,17,-0.0131,-0.0372,7.5,0,0,1,0,0,1,0,0,0,0,0,0
LOAN_000115,BORR_000115,255843,6.75,24,354019,1308280,0.79,2.77,708,106743,2023-03-20,0,2.0,5.0,47,17,367169,26579,0.0088,12,88,0.0462,0.0235,5.0,0,0,0,1,0,0,0,0,0,0,0,0
LOAN_000116,BORR_000116,154497,9.97,36,6512232,103410,0.95,2.56,700,327272,2022-06-25,0,0.47,5.0,16,19,6709990,470266,0.1868,24,37,0.0058,0.0717,5.4,0,0,0,0,1,0,0,0,0,0,1,0
LOAN_000117,BORR_000117,28197,12.79,36,6834330,1156366,3.42,2.6,680,45947,2022-02-01,0,0.61,5.0,59,21,6620121,576522,0.2707,23,24,-0.1302,0.0701,4.3,1,0,0,0,0,0,0,1,0,0,0,0
LOAN_000118,BORR_000118,903683,4.4,48,2820945,636529,0.92,1.93,666,29783,2024-01-24,0,2.0,5.0,51,23,2931683,204652,0.1741,2,37,0.1471,-0.108,5.0,0,0,0,1,0,0,0,1,0,0,0,0
LOAN_000119,BORR_000119,502775,14.82,120,872189,123818,1.66,0.95,619,131631,2020-01-19,0,2.0,5.0,16,13,875620,80390,0.0175,17,14,0.1002,-0.1634,4.7,0,1,0,0,0,0,0,0,1,0,0,0
LOAN_000120,BORR_000120,533144,9.0,60,447618,147991,1.51,3.16,780,26473,2022-09-16,0,2.0,5.0,21,12,461379,31074,0.1163,18,80,0.1049,0.3805,5.2,1,0,0,0,0,0,1,0,0,0,0,0
LOAN_000121,BORR_000121,41602,7.95,84,3318321,35651,0.7,1.0,849,87664,2021-01-10,0,0.47,5.0,36,18,3449756,258659,-0.1731,5,28,-0.0991,-0.0676,7.1,0,0,0,0,0,0,0,0,1,0,0,0
LOAN_000122,BORR_000122,1334665,7.22,60,1500777,67598,2.6,2.05,643,19474,2023-11-15,1,2.0,2.23,58,158,1473463,141976,0.1108,220,80,-0.1129,-0.4487,3.7,0,0,0,0,1,0,0,0,0,0,1,0
LOAN_000123,BORR_000123,19875,5.92,60,361386,196438,3.3,1.62,651,747578,2023-05-21,0,0.03,5.0,14,7,347293,31470,-0.0707,27,31,-0.1582,-0.2361,3.2,0,0,0,1,0,0,0,0,0,1,0,0
LOAN_000124,BORR_000124,392497,12.71,36,4282886,95925,3.97,1.6,502,64941,2023-10-22,0,2.0,5.0,6,18,4166363,287891,0.3561,25,71,0.0804,-0.0369,3.8,0,0,0,1,0,0,0,0,0,0,0,0
LOAN_000125,BORR_000125,4349987,14.51,36,702917,459526,3.78,1.41,652,20974,2020-04-01,0,2.0,2.65,8,14,697793,65618,-0.1019,19,42,0.2729,-0.0141,4.2,0,0,0,0,1,0,1,0,0,0,0,0
LOAN_000126,BORR_000126,36834,8.55,60,426561,341751,0.67,1.53,591,30934,2023-10-23,0,1.19,5.0,1,13,440126,36574,-0.1041,26,12,-0.1089,0.0759,3.4,1,0,0,0,0,0,0,0,0,1,0,0
LOAN_000127,BORR_000127,69602,14.48,84,3745208,213578,1.4,3.38,749,237193,2025-03-29,0,0.29,5.0,20,17,3880309,368213,-0.1366,0,80,-0.058,-0.4034,4.6,0,0,0,0,0,0,0,0,0,1,0,0
LOAN_000128,BORR_000128,188995,13.06,48,466814,354124,1.94,3.42,758,78518,2024-09-22,0,2.0,5.0,26,18,443797,38473,0.104,9,84,0.022,0.0299,7.0,0,1,0,0,0,0,0,0,0,0,0,0
LOAN_000129,BORR_000129,76480,9.29,12,1398428,253361,3.56,2.34,548,17850,2024-07-03,1,2.0,5.0,8,166,1399930,125145,-0.1277,179,116,-0.3411,-0.1248,7.2,1,0,0,0,0,1,0,0,0,0,0,0
LOAN_000130,BORR_000130,15898,11.41,60,5608231,160015,1.76,2.22,612,341513,2020-08-18,0,0.05,5.0,6,7,5561913,554986,0.183,28,24,-0.1761,0.0537,4.0,0,0,0,0,1,0,0,0,0,0,0,0
LOAN_000131,BORR_000131,180384,8.78,36,4972157,59541,2.5,0.93,663,67030,2025-01-12,0,2.0,5.0,6,13,4833984,359702,0.1207,24,48,0.0182,-0.1504,4.9,1,0,0,0,0,0,0,0,0,1,0,0
LOAN_000132,BORR_000132,33075,10.15,12,1812033,1715439,2.81,2.97,769,88781,2020-06-01,0,0.37,5.0,41,3,1743151,152464,-0.1871,21,87,-0.1175,-0.1233,3.0,1,0,0,0,0,0,0,0,0,0,1,0
LOAN_000133,BORR_000133,331170,4.64,60,294442,365026,1.54,1.26,745,20396,2020-08-02,0,2.0,5.0,27,1,289660,23755,-0.1011,0,7,0.0668,-0.036,5.9,0,0,0,0,1,0,0,0,0,0,1,0
LOAN_000134,BORR_000134,40980,11.66,48,662062,249659,2.54,1.18,752,38998,2022-09-18,0,1.05,5.0,17,29,691385,47001,0.2248,18,27,-0.1003,-0.1528,8.2,0,0,0,0,1,0,0,0,1,0,0,0
LOAN_000135,BORR_000135,1664277,4.58,60,21842642,57208,0.68,1.94,636,50926,2021-06-08,0,2.0,1.68,52,3,21456470,1440780,-0.0105,10,82,0.196,-0.0663,3.6,0,1,0,0,0,0,1,0,0,0,0,0
LOAN_000136,BORR_000136,50267,12.99,84,3750031,3636716,2.18,1.74,755,15689,2023-06-27,0,2.0,5.0,53,18,3757077,265403,0.1981,26,10,-0.084,-0.174,3.3,0,0,0,0,1,0,0,0,0,0,1,0
LOAN_000137,BORR_000137,100399,13.07,48,911346,62971,1.82,1.06,513,2115,2025-06-18,1,2.0,5.0,29,64,929848,82108,-0.0064,250,32,-0.373,-0.0638,3.4,0,0,0,0,1,0,1,0,0,0,0,0
LOAN_000138,BORR_000138,551433,6.61,48,265306,169068,1.75,1.2,694,429441,2024-09-18,0,1.28,5.0,49,18,261688,22393,-0.1251,16,9,0.1076,0.1577,4.7,0,0,0,0,1,0,0,0,0,0,0,0
LOAN_000139,BORR_000139,25686,7.56,36,123009,177687,1.32,3.48,654,8274,2023-12-31,0,2.0,5.0,21,13,128812,10963,-0.0255,27,58,-0.1377,-0.1894,6.4,0,0,0,1,0,0,0,0,0,0,0,1
LOAN_000140,BORR_000140,228934,9.29,36,5169023,27682,3.36,2.78,781,19945,2025-05-31,0,2.0,3.4,4,29,5408063,366280,-0.1252,24,64,0.0373,-0.0218,6.0,0,0,0,0,1,0,0,0,0,0,0,0
LOAN_000141,BORR_000141,1156274,10.56,60,5293898,286984,3.59,2.42,604,26573,2020-05-07,0,2.0,5.0,2,27,5162494,424925,-0.0648,19,4,0.1669,0.1179,6.5,0,0,0,0,1,1,0,0,0,0,0,0
LOAN_000142,BORR_000142,14599,7.16,36,1148770,250538,3.61,1.62,712,662194,2024-04-22,0,0.02,5.0,37,18,1148453,111959,0.0501,17,79,-0.1829,-0.0872,4.8,0,0,0,0,1,0,1,0,0,0,0,0
LOAN_000143,BORR_000143,214690,10.52,24,734398,40167,1.89,1.96,815,36310,2023-03-12,0,2.0,3.71,20,22,719774,57524,0.0967,3,83,0.0322,-0.1188,7.4,0,1,0,0,0,0,0,0,1,0,0,0
LOAN_000144,BORR_000144,240343,7.28,12,4690719,418554,1.41,2.5,642,92747,2023-09-21,0,2.0,5.0,1,20,4589793,401595,-0.2185,14,19,0.0412,0.0389,4.5,1,0,0,0,0,0,0,0,0,0,0,0
LOAN_000145,BORR_000145,525830,4.61,48,203905,45861,0.84,2.92,684,170505,2023-08-15,0,2.0,3.53,9,11,194461,18018,0.0174,1,4,0.1038,0.1727,5.7,0,0,0,0,1,0,0,0,1,0,0,0
LOAN_000146,BORR_000146,25452,4.03,48,13228737,106520,2.85,3.36,647,414955,2022-02-04,0,0.06,5.0,31,20,13373676,1241043,-0.068,5,66,-0.1384,-0.1704,4.3,0,0,0,0,1,0,0,0,0,0,1,0
LOAN_000147,BORR_000147,22456,5.11,60,2914976,58741,1.66,1.13,599,22863,2023-10-30,0,0.98,5.0,4,26,2915756,244853,-0.0773,21,29,-0.1485,-0.0175,2.7,0,1,0,0,0,0,1,0,0,0,0,0
LOAN_000148,BORR_000148,356080,12.71,48,267384,356486,1.47,1.32,611,137396,2025-01-10,0,2.0,5.0,4,9,255391,24329,0.0399,26,86,0.0726,-0.2549,6.0,1,0,0,0,0,0,0,0,0,0,0,0
LOAN_000149,BORR_000149,254098,14.58,24,3088423,310766,1.8,2.33,691,21470,2023-02-12,1,2.0,5.0,45,128,3020059,240736,-0.2273,190,106,-0.2726,-0.3179,5.7,0,1,0,0,0,0,0,0,1,0,0,0
LOAN_000150,BORR_000150,236981,8.7,48,529601,37288,2.44,3.33,608,5120,2020-02-01,0,2.0,5.0,7,29,551222,53077,0.2273,8,0,0.0401,0.0101,6.0,0,0,1,0,0,0,0,1,0,0,0,0
LOAN_000151,BORR_000151,273668,9.64,84,242089,74788,1.07,2.02,665,48778,2025-01-02,0,2.0,5.0,39,10,235784,17606,0.1982,10,26,0.0516,-0.1232,6.7,0,0,0,0,0,0,0,0,1,0,0,0
LOAN_000152,BORR_000152,58686,5.62,24,3075723,76236,3.86,2.51,588,21145,2024-05-27,1,2.0,5.0,24,47,2966502,225475,-0.1521,88,80,0.2278,0.1644,6.9,0,0,0,0,0,1,0,0,0,0,0,0
LOAN_000153,BORR_000153,230586,10.06,60,319492,376983,3.06,1.59,733,656058,2022-03-11,0,0.35,5.0,58,2,319155,21842,-0.0542,19,33,0.0379,-0.2062,5.4,0,0,0,0,0,0,0,1,0,0,0,0
LOAN_000154,BORR_000154,252611,5.59,48,241918,64278,0.66,2.99,708,510720,2024-05-08,0,0.49,5.0,15,20,253666,23638,-0.1244,15,31,0.0452,0.0166,4.9,0,0,0,0,1,0,1,0,0,0,0,0
LOAN_000155,BORR_000155,55741,10.72,60,2151419,138333,1.57,2.43,561,288511,2020-10-06,0,0.19,5.0,17,8,2095924,168865,0.0323,24,70,-0.0757,0.1634,4.8,0,1,0,0,0,0,0,0,0,0,0,1
LOAN_000156,BORR_000156,2672865,14.27,24,1062025,119958,0.68,1.83,615,72456,2022-06-18,0,2.0,0.84,52,23,1080306,80270,-0.0026,7,45,0.2339,-0.1596,3.8,0,0,0,0,1,0,0,0,0,0,1,0
LOAN_000157,BORR_000157,331289,6.15,84,4048363,106183,1.3,2.27,599,57416,2021-05-27,0,2.0,5.0,34,1,4154276,309049,-0.0713,27,67,0.0669,-0.0884,4.7,0,0,0,0,0,0,0,1,0,0,0,0
LOAN_000158,BORR_000158,27256,12.41,48,838818,1523991,1.5,2.68,631,95784,2021-07-28,0,0.28,5.0,31,13,816810,78996,-0.1564,16,82,-0.133,0.0804,6.8,1,0,0,0,0,0,0,0,1,0,0,0
LOAN_000159,BORR_000159,435752,4.26,60,753077,67458,3.01,1.38,711,57428,2023-08-04,1,2.0,5.0,9,158,770263,72762,-0.1853,253,75,0.2984,-0.1971,3.8,1,0,0,0,0,0,0,0,0,1,0,0
LOAN_000160,BORR_000160,37721,8.13,24,104398,121024,3.02,1.72,595,24822,2022-08-18,0,1.52,5.0,28,14,103017,8768,-0.0406,22,21,-0.107,-0.219,3.2,0,0,1,0,0,0,0,0,0,0,0,0
LOAN_000161,BORR_000161,529997,5.22,60,2197402,260884,0.66,1.48,602,29730,2024-09-10,1,2.0,5.0,50,100,2226474,194156,0.1039,349,69,-0.0631,-0.1403,3.9,0,1,0,0,0,0,0,0,0,0,0,0
LOAN_000162,BORR_000162,925318,7.88,60,1177172,93667,2.56,3.39,625,174864,2023-03-07,0,2.0,4.36,5,15,1192890,98386,0.1198,3,44,0.149,0.0475,5.8,0,0,1,0,0,0,0,0,0,0,1,0
LOAN_000163,BORR_000163,47523,5.91,36,5004897,75770,3.86,0.92,684,1179637,2023-10-21,0,0.04,5.0,39,18,5022801,400428,0.1851,6,44,-0.0885,-0.0103,6.2,1,0,0,0,0,0,0,0,0,0,0,1
LOAN_000164,BORR_000164,690426,8.11,36,2993337,252974,2.7,0.95,487,75224,2024-04-05,0,2.0,5.0,33,4,2870696,278981,-0.1689,10,66,0.1256,-0.3665,6.2,0,0,0,0,0,0,0,0,0,0,0,1
LOAN_000165,BORR_000165,302298,8.59,60,1791407,450438,3.86,1.76,679,60997,2022-11-04,1,2.0,5.0,31,147,1851473,131183,0.1554,294,58,-0.0732,-0.1523,3.9,0,0,1,0,0,0,0,0,0,0,1,0
LOAN_000166,BORR_000166,558544,7.31,12,500374,885044,1.83,2.25,476,23819,2025-02-14,0,2.0,5.0,3,28,491406,39614,-0.0891,10,20,0.1086,0.2329,4.4,0,0,1,0,0,0,0,0,0,1,0,0
LOAN_000167,BORR_000167,2800166,11.22,60,730577,125831,2.11,1.69,648,5066,2023-12-23,0,2.0,1.73,52,9,707674,55306,-0.1631,10,59,0.2376,0.0225,3.8,0,0,1,0,0,0,0,0,0,0,1,0
LOAN_000168,BORR_000168,112636,14.11,12,2324734,59789,2.23,3.11,601,147351,2024-05-06,0,0.76,5.0,3,13,2217976,184694,-0.0443,25,80,-0.0194,-0.1497,4.7,0,1,0,0,0,0,0,0,0,0,1,0
LOAN_000169,BORR_000169,52543,8.41,24,1130372,59230,3.73,1.26,512,16066,2022-02-15,0,2.0,5.0,38,4,1140646,93442,0.1803,25,28,-0.0804,-0.072,3.9,0,1,0,0,0,0,1,0,0,0,0,0
LOAN_000170,BORR_000170,42861,6.12,60,6595001,1008112,1.83,1.78,725,4835,2024-03-19,0,2.0,5.0,1,14,6712104,563568,-0.0358,20,32,-0.0967,0.2705,2.6,0,0,0,0,0,0,1,0,0,0,0,0
LOAN_000171,BORR_000171,47871,6.98,12,5824208,248352,3.94,2.12,612,529775,2024-10-12,0,0.09,5.0,13,7,5542658,395361,0.2548,20,38,-0.0879,0.1415,4.1,0,0,0,0,0,0,1,0,0,0,0,0
LOAN_000172,BORR_000172,144979,13.39,120,890493,56101,2.4,1.35,551,260697,2020-01-28,0,0.56,5.0,9,21,891569,74687,0.1023,14,61,0.0007,0.101,2.5,0,0,0,0,0,0,0,0,0,0,0,0
LOAN_000173,BORR_000173,271502,10.29,84,1345081,67293,1.26,1.58,674,5639,2023-05-26,0,2.0,5.0,5,18,1308292,97791,-0.0391,4,89,0.0509,0.0585,4.9,0,0,1,0,0,0,0,0,0,1,0,0
LOAN_000174,BORR_000174,246480,9.01,48,463572,38407,0.86,3.36,732,1944892,2024-07-13,0,0.13,5.0,7,24,470301,34243,0.194,5,70,0.0432,-0.0942,5.4,0,0,0,0,0,0,0,0,1,0,0,0
LOAN_000175,BORR_000175,562853,5.65,60,1063790,146864,1.11,2.2,551,6857,2025-05-18,0,2.0,5.0,49,27,1029149,70834,0.0868,22,44,0.1093,-0.0251,3.7,0,1,0,0,0,0,1,0,0,0,0,0
LOAN_000176,BORR_000176,165960,8.95,84,3759744,304691,0.64,3.15,729,6935,2024-11-23,1,2.0,5.0,47,165,3831531,352839,-0.1389,343,52,-0.1605,-0.4742,3.0,1,0,0,0,0,0,0,0,0,0,1,0
LOAN_000177,BORR_000177,1440212,7.06,36,626145,1214003,2.92,1.53,524,4379,2023-04-14,0,2.0,5.0,7,11,619052,50090,0.2988,8,72,0.1844,0.0874,5.5,0,0,0,0,0,0,0,1,0,0,0,0
LOAN_000178,BORR_000178,109427,14.37,60,774269,666648,2.31,2.45,485,31682,2020-12-30,1,2.0,5.0,2,160,808083,70751,0.0762,211,46,-0.2682,0.0818,6.1,0,0,0,1,0,0,0,1,0,0,0,0
LOAN_000179,BORR_000179,9628651,13.72,24,295883,170672,3.08,2.86,623,347840,2022-01-17,0,2.0,0.5,59,20,285157,25926,0.0228,27,0,0.3364,0.1728,7.5,0,1,0,0,0,0,0,0,0,0,0,1
LOAN_000180,BORR_000180,416025,4.92,36,611653,66192,3.24,1.94,643,5773,2024-11-23,0,2.0,4.99,50,2,601931,53758,-0.1083,10,10,0.0851,-0.2079,4.0,0,0,0,0,1,0,0,1,0,0,0,0
LOAN_000181,BORR_000181,44993,9.68,48,2511315,295539,3.76,2.49,731,22566,2024-07-03,0,1.99,5.0,1,3,2414246,198813,0.1969,24,85,-0.0929,0.0386,6.5,1,0,0,0,0,0,0,1,0,0,0,0
LOAN_000182,BORR_000182,32651,6.48,60,900891,16303,0.91,3.13,610,98260,2022-07-25,1,0.33,5.0,2,100,939151,74753,-0.01,151,114,0.1475,-0.3111,5.6,0,1,0,0,0,0,0,1,0,0,0,0
LOAN_000183,BORR_000183,335611,8.52,12,302001,58436,1.15,1.18,646,27946,2024-04-11,0,2.0,1.93,39,16,313396,24820,0.1144,22,73,0.0679,0.0978,5.5,0,0,0,0,0,0,0,0,0,0,0,1
LOAN_000184,BORR_000184,116402,13.65,36,1551171,371659,2.42,1.76,600,60293,2024-06-26,0,1.93,5.0,30,13,1513623,133201,-0.0561,25,48,-0.0168,-0.0894,8.3,0,0,1,0,0,1,0,0,0,0,0,0
LOAN_000185,BORR_000185,474967,9.8,48,1130727,508262,0.95,3.02,820,226692,2024-04-04,1,2.0,5.0,57,178,1148816,95535,-0.1261,359,98,0.2372,-0.1673,4.8,0,0,0,1,0,0,0,0,0,0,0,0
LOAN_000186,BORR_000186,330994,7.68,36,4614906,891822,0.82,1.42,615,25989,2020-06-07,0,2.0,5.0,40,28,4761301,452185,0.1568,19,29,0.0668,-0.1866,6.2,0,0,0,0,1,0,0,1,0,0,0,0
LOAN_000187,BORR_000187,145911,6.29,60,1021725,140489,2.83,2.3,602,15448,2021-01-30,0,2.0,5.0,25,25,1027365,98445,-0.0803,3,59,0.0013,-0.1575,3.5,1,0,0,0,0,0,0,0,0,1,0,0
LOAN_000188,BORR_000188,45697,12.8,60,364381,877838,3.04,1.98,625,106675,2021-12-29,0,0.43,5.0,17,25,365461,26441,-0.1925,22,9,-0.0916,0.04,4.9,0,0,0,0,0,0,0,1,0,0,0,0
LOAN_000189,BORR_000189,16776,10.87,24,3820865,98787,3.45,2.6,630,61389,2022-05-15,0,0.27,5.0,37,6,3722230,265051,0.1072,14,75,-0.1718,0.3225,6.4,0,1,0,0,0,0,0,1,0,0,0,0
LOAN_000190,BORR_000190,83301,9.15,24,375705,89143,3.71,2.6,491,171246,2025-01-19,0,0.49,5.0,5,9,360417,31601,-0.216,17,20,-0.0436,-0.1204,6.5,0,1,0,0,0,0,0,0,0,0,0,0
LOAN_000191,BORR_000191,588068,6.39,48,252283,242707,2.05,2.36,575,212262,2021-04-18,0,2.0,5.0,5,2,262304,20120,0.0428,26,5,0.1128,-0.0349,6.0,1,0,0,0,0,0,0,0,0,0,0,1
LOAN_000192,BORR_000192,224389,7.68,48,345247,718748,3.93,3.36,545,3868,2022-05-24,0,2.0,5.0,39,9,359071,24160,-0.0471,4,37,0.0357,0.1666,4.0,0,0,0,1,0,0,0,0,1,0,0,0
LOAN_000193,BORR_000193,25119,14.56,24,577857,551710,0.63,1.27,591,19473,2021-09-30,0,1.29,5.0,23,2,585548,56381,0.2028,10,57,-0.1395,0.0023,7.3,0,0,1,0,0,1,0,0,0,0,0,0
LOAN_000194,BORR_000194,211033,9.72,36,124437,623735,3.55,3.05,779,27826,2022-12-08,1,2.0,5.0,59,139,122433,9088,0.1109,345,114,-0.2608,-0.0005,5.0,0,0,0,0,0,0,0,0,0,0,0,0
LOAN_000195,BORR_000195,290098,8.41,36,151453,322784,1.63,2.12,476,33388,2021-09-02,0,2.0,5.0,40,15,149169,14565,0.1861,3,69,0.0562,0.0898,5.3,1,0,0,0,0,0,0,1,0,0,0,0
LOAN_000196,BORR_000196,43226,9.74,24,3069387,566249,3.73,2.59,544,667611,2024-07-12,0,0.06,5.0,17,5,3138741,284310,-0.0571,15,62,-0.0961,0.0459,6.3,1,0,0,0,0,0,0,0,0,0,0,1
LOAN_000197,BORR_000197,204963,12.57,48,979327,168801,1.28,1.54,692,1210,2025-04-03,0,2.0,5.0,17,29,1018217,93766,0.17,25,33,0.0284,0.1596,5.5,0,1,0,0,0,0,0,0,0,0,0,1
LOAN_000198,BORR_000198,177604,7.74,60,986427,245356,3.09,1.06,582,30046,2021-02-27,0,2.0,5.0,54,25,1024610,75187,0.3291,10,48,0.017,0.1987,5.3,1,0,0,0,0,0,0,0,0,1,0,0
LOAN_000199,BORR_000199,29305,5.97,48,1123977,6096836,1.99,2.9,727,13629,2020-04-12,0,2.0,5.0,45,0,1155434,86048,-0.1402,24,39,-0.1272,0.0511,2.6,0,0,0,0,1,0,1,0,0,0,0,0
LOAN_000200,BORR_000200,278362,10.43,60,2366648,510069,1.84,1.48,741,249477,2020-10-30,0,1.12,5.0,5,15,2400261,201723,0.0638,0,85,0.0529,0.0488,6.2,0,0,0,0,1,0,0,0,0,0,0,0
LOAN_000201,BORR_000201,377443,11.32,24,450076,167045,0.71,1.85,502,17571,2021-01-12,1,2.0,5.0,48,171,431359,31231,-0.1496,119,95,-0.1149,0.1722,6.6,0,0,0,0,0,0,0,0,0,0,0,0
LOAN_000202,BORR_000202,826187,11.84,36,2355969,462399,2.97,0.93,543,512163,2025-05-18,0,1.61,5.0,55,11,2276249,174924,0.03,12,8,0.14,0.0784,5.9,1,0,0,0,0,0,0,0,1,0,0,0
LOAN_000203,BORR_000203,790723,13.7,48,1376774,41266,1.11,2.56,798,54694,2021-08-26,0,2.0,1.62,27,27,1431645,110783,0.0293,29,20,0.1365,0.0133,5.1,0,1,0,0,0,0,0,0,0,0,0,1
LOAN_000204,BORR_000204,20609,8.08,60,381083,107153,2.12,2.66,686,40819,2022-07-21,0,0.5,5.0,39,4,385138,27725,0.1383,18,31,-0.1553,0.0049,6.4,0,0,1,0,0,0,0,0,0,0,0,1
LOAN_000205,BORR_000205,39865,4.83,60,2497513,125016,0.99,3.23,537,25597,2023-01-18,0,1.56,5.0,16,22,2374934,174572,0.0262,5,71,-0.1025,0.1845,6.3,0,0,0,0,0,1,0,0,0,0,0,0
LOAN_000206,BORR_000206,352410,14.54,60,1288160,64066,2.62,3.21,577,35138,2025-04-30,0,2.0,5.0,46,23,1236823,114964,-0.2361,26,54,0.0718,0.2324,3.3,0,0,0,1,0,0,1,0,0,0,0,0
LOAN_000207,BORR_000207,351751,8.79,60,342537,1624997,1.31,2.7,706,4525,2022-09-20,0,2.0,5.0,57,21,348137,25149,0.1898,19,42,0.0717,-0.2211,4.9,0,1,0,0,0,0,1,0,0,0,0,0
LOAN_000208,BORR_000208,352417,10.86,12,375191,301459,2.58,1.67,642,7251,2023-03-18,0,2.0,5.0,2,10,356621,24113,-0.2804,18,9,0.0718,0.0065,7.5,0,0,0,1,0,0,0,0,1,0,0,0
LOAN_000209,BORR_000209,52645811,11.33,60,2138723,348209,3.81,1.81,668,25415,2024-07-28,0,2.0,0.5,42,25,2066179,181090,-0.0425,5,48,0.4723,-0.0983,8.0,0,0,0,0,0,0,0,0,0,0,0,1
LOAN_000210,BORR_000210,383208,10.01,60,4062745,142145,3.72,1.83,601,166484,2023-08-04,0,2.0,5.0,43,23,4082544,404986,0.2011,12,86,0.0785,-0.0416,4.0,0,0,0,0,1,0,1,0,0,0,0,0
LOAN_000211,BORR_000211,893899,6.26,120,1688153,36363,1.2,1.15,613,243532,2021-08-04,0,2.0,3.0,39,20,1720547,133698,-0.0335,10,83,0.1463,0.0654,3.6,0,1,0,0,0,0,0,0,0,0,1,0
LOAN_000212,BORR_000212,680785,12.31,60,3496407,149949,0.85,3.36,737,5201,2025-01-14,0,2.0,5.0,5,12,3549538,250674,-0.0841,18,12,0.1245,0.1054,6.9,0,0,1,0,0,0,0,0,1,0,0,0
LOAN_000213,BORR_000213,432391,12.84,60,5278772,93962,0.65,3.01,713,224733,2024-09-16,0,1.92,5.0,59,16,5133220,439812,0.1519,6,85,0.0882,-0.0118,6.6,0,1,0,0,0,0,0,0,1,0,0,0
LOAN_000214,BORR_000214,101427,10.08,48,917838,43443,3.4,1.19,529,82679,2023-07-25,0,1.23,5.0,11,8,937312,90805,-0.1077,11,40,-0.0278,-0.282,4.1,0,0,0,0,0,0,0,0,0,0,1,0
LOAN_000215,BORR_000215,508110,9.37,84,1465160,436831,1.37,3.36,612,148541,2021-02-22,0,2.0,5.0,2,24,1426662,132397,-0.1633,15,78,0.1011,-0.1398,6.8,0,1,0,0,0,0,0,0,1,0,0,0
LOAN_000216,BORR_000216,51060,5.25,120,2684920,115141,1.49,3.08,722,50737,2023-02-28,1,1.01,5.0,49,40,2638041,230610,-0.1575,43,52,-0.181,-0.336,2.9,0,1,0,0,0,0,1,0,0,0,0,0
LOAN_000217,BORR_000217,114093,4.92,60,303543,16085,1.29,3.28,422,235397,2025-03-18,1,0.48,5.0,31,94,311025,24001,-0.203,195,104,-0.1756,-0.2093,4.1,0,0,0,0,0,0,1,0,0,0,0,0
LOAN_000218,BORR_000218,78586,7.74,48,4160275,162916,3.44,1.57,472,21002,2020-05-29,0,2.0,5.0,1,2,4222526,357771,-0.1666,14,44,-0.0482,0.1831,3.6,1,0,0,0,0,0,0,0,0,0,0,0
LOAN_000219,BORR_000219,184022,7.42,12,6174885,166888,3.93,1.71,785,48161,2020-03-20,0,2.0,5.0,16,24,6390526,445471,0.1155,12,12,0.0198,0.0832,3.1,0,0,0,0,0,0,1,0,0,0,0,0
LOAN_000220,BORR_000220,5240816,14.49,60,495941,433737,3.14,2.07,649,12765,2025-01-04,1,2.0,2.88,33,116,503757,44984,0.0265,141,108,0.1135,0.1565,4.1,0,1,0,0,0,0,0,0,0,0,1,0
LOAN_000221,BORR_000221,9888,12.62,60,37643631,190267,3.38,1.41,637,6623,2024-08-10,1,1.49,5.0,18,98,37900769,3442774,-0.1942,263,52,-0.3362,-0.0273,2.7,0,0,1,0,0,0,0,0,0,0,0,0
LOAN_000222,BORR_000222,455609,11.26,60,3120349,73376,2.67,2.06,708,542,2020-05-20,1,2.0,5.0,28,50,2993561,295866,-0.0973,231,36,-0.016,0.0142,4.6,0,0,1,0,0,0,1,0,0,0,0,0
LOAN_000223,BORR_000223,14485,9.69,24,1001347,310915,2.35,0.82,491,20044,2022-11-28,0,0.72,5.0,34,8,988100,74449,0.0906,21,14,-0.1835,0.0696,2.1,0,0,0,0,0,0,0,0,0,0,1,0
LOAN_000224,BORR_000224,80185,5.84,60,99439,70019,3.03,3.17,664,61128,2021-03-26,1,1.31,5.0,48,128,97104,6533,-0.1216,168,72,0.0311,-0.3302,5.2,0,1,0,0,0,0,0,0,0,1,0,0
